start	strand	target_basepairing_propensity
27172	+	0.641
27173	+	0.624
27174	+	0.6405
27175	+	0.65
27176	+	0.648
27177	+	0.6585
27178	+	0.6715
27179	+	0.682
27180	+	0.6775
27181	+	0.677
27182	+	0.6795
27183	+	0.705
27184	+	0.7225
27185	+	0.762
27186	+	0.7685
27187	+	0.764
27188	+	0.736
27189	+	0.7495
27190	+	0.7565
27191	+	0.7685
27192	+	0.7775
27193	+	0.808
27194	+	0.7695
27195	+	0.771
27196	+	0.777
27197	+	0.78
27198	+	0.782
27199	+	0.7445
27200	+	0.709
27201	+	0.6815
27202	+	0.641
27203	+	0.626
27204	+	0.6145
27205	+	0.591
27206	+	0.594
27207	+	0.6115
27208	+	0.6525
27209	+	0.6535
27210	+	0.647
27211	+	0.624
27212	+	0.6025
27213	+	0.5545
27214	+	0.557
27215	+	0.542
27216	+	0.538
27217	+	0.533
27218	+	0.5085
27219	+	0.5375
27220	+	0.571
27221	+	0.5875
27222	+	0.6055
27223	+	0.589
27224	+	0.5685
27225	+	0.5485
27226	+	0.542
27227	+	0.525
27228	+	0.485
27229	+	0.443
27230	+	0.403
27231	+	0.379
27232	+	0.353
27233	+	0.3535
27234	+	0.3655
27235	+	0.3595
27236	+	0.3435
27237	+	0.333
27238	+	0.344
27239	+	0.3415
27240	+	0.329
27241	+	0.328
27242	+	0.335
27243	+	0.326
27244	+	0.3215
27245	+	0.3245
27246	+	0.3275
27247	+	0.323
27248	+	0.3165
27249	+	0.3125
27250	+	0.3585
27251	+	0.405
27252	+	0.454
27253	+	0.461
27254	+	0.4895
27255	+	0.5135
27256	+	0.5295
27257	+	0.5455
27258	+	0.5165
27259	+	0.4865
27260	+	0.4615
27261	+	0.434
27262	+	0.448
27263	+	0.487
27264	+	0.5225
27265	+	0.5585
27266	+	0.554
27267	+	0.6
27268	+	0.6485
27269	+	0.696
27270	+	0.6815
27271	+	0.6685
27272	+	0.6535
27273	+	0.651
27274	+	0.6055
27275	+	0.557
27276	+	0.544
27277	+	0.53
27278	+	0.5595
27279	+	0.5615
27280	+	0.561
27281	+	0.5605
27282	+	0.516
27283	+	0.468
27284	+	0.4485
27285	+	0.429
27286	+	0.453
27287	+	0.4355
27288	+	0.4165
27289	+	0.4005
27290	+	0.395
27291	+	0.3865
27292	+	0.3765
27293	+	0.3745
27294	+	0.373
27295	+	0.3745
27296	+	0.344
27297	+	0.3125
27298	+	0.284
27299	+	0.284
27300	+	0.2885
27301	+	0.2985
27302	+	0.312
27303	+	0.352
27304	+	0.365
27305	+	0.3765
27306	+	0.35
27307	+	0.3295
27308	+	0.311
27309	+	0.3225
27310	+	0.329
27311	+	0.335
27312	+	0.347
27313	+	0.38
27314	+	0.413
27315	+	0.452
27316	+	0.458
27317	+	0.5025
27318	+	0.539
27319	+	0.5815
27320	+	0.6225
27321	+	0.655
27322	+	0.6845
27323	+	0.691
27324	+	0.656
27325	+	0.622
27326	+	0.623
27327	+	0.618
27328	+	0.6505
27329	+	0.6545
27330	+	0.6675
27331	+	0.682
27332	+	0.693
27333	+	0.7035
27334	+	0.713
27335	+	0.674
27336	+	0.7075
27337	+	0.6995
27338	+	0.6965
27339	+	0.688
27340	+	0.64
27341	+	0.635
27342	+	0.63
27343	+	0.619
27344	+	0.6455
27345	+	0.6715
27346	+	0.6965
27347	+	0.699
27348	+	0.657
27349	+	0.6095
27350	+	0.562
27351	+	0.539
27352	+	0.526
27353	+	0.5155
27354	+	0.506
27355	+	0.514
27356	+	0.5065
27357	+	0.5035
27358	+	0.504
27359	+	0.5035
27360	+	0.5505
27361	+	0.523
27362	+	0.526
27363	+	0.537
27364	+	0.545
27365	+	0.5535
27366	+	0.563
27367	+	0.5575
27368	+	0.556
27369	+	0.556
27370	+	0.556
27371	+	0.5315
27372	+	0.5025
27373	+	0.4715
27374	+	0.4405
27375	+	0.4375
27376	+	0.4135
27377	+	0.385
27378	+	0.348
27379	+	0.308
27380	+	0.294
27381	+	0.3145
27382	+	0.3045
27383	+	0.2925
27384	+	0.2895
27385	+	0.252
27386	+	0.249
27387	+	0.2835
27388	+	0.318
27389	+	0.352
27390	+	0.396
27391	+	0.421
27392	+	0.442
27393	+	0.4855
27394	+	0.53
27395	+	0.572
27396	+	0.6135
27397	+	0.6085
27398	+	0.6085
27399	+	0.6125
27400	+	0.6155
27401	+	0.6205
27402	+	0.626
27403	+	0.63
27404	+	0.631
27405	+	0.6675
27406	+	0.6365
27407	+	0.6055
27408	+	0.614
27409	+	0.625
27410	+	0.627
27411	+	0.645
27412	+	0.662
27413	+	0.6175
27414	+	0.569
27415	+	0.523
27416	+	0.4775
27417	+	0.4785
27418	+	0.524
27419	+	0.5685
27420	+	0.5795
27421	+	0.588
27422	+	0.5905
27423	+	0.553
27424	+	0.519
27425	+	0.5185
27426	+	0.551
27427	+	0.583
27428	+	0.581
27429	+	0.581
27430	+	0.5785
27431	+	0.5455
27432	+	0.507
27433	+	0.503
27434	+	0.5315
27435	+	0.5585
27436	+	0.5865
27437	+	0.623
27438	+	0.62
27439	+	0.619
27440	+	0.612
27441	+	0.5895
27442	+	0.5745
27443	+	0.5905
27444	+	0.607
27445	+	0.6155
27446	+	0.6245
27447	+	0.6305
27448	+	0.632
27449	+	0.629
27450	+	0.629
27451	+	0.6635
27452	+	0.7035
27453	+	0.748
27454	+	0.763
27455	+	0.732
27456	+	0.7
27457	+	0.661
27458	+	0.617
27459	+	0.6155
27460	+	0.62
27461	+	0.639
27462	+	0.656
27463	+	0.6795
27464	+	0.7005
27465	+	0.6945
27466	+	0.687
27467	+	0.6815
27468	+	0.6745
27469	+	0.6325
27470	+	0.592
27471	+	0.58
27472	+	0.568
27473	+	0.563
27474	+	0.5255
27475	+	0.527
27476	+	0.5645
27477	+	0.6055
27478	+	0.647
27479	+	0.643
27480	+	0.639
27481	+	0.637
27482	+	0.638
27483	+	0.6415
27484	+	0.6075
27485	+	0.6125
27486	+	0.62
27487	+	0.5905
27488	+	0.5595
27489	+	0.56
27490	+	0.5615
27491	+	0.533
27492	+	0.5395
27493	+	0.539
27494	+	0.537
27495	+	0.5835
27496	+	0.594
27497	+	0.6005
27498	+	0.6065
27499	+	0.613
27500	+	0.6145
27501	+	0.6145
27502	+	0.61
27503	+	0.598
27504	+	0.625
27505	+	0.6135
27506	+	0.571
27507	+	0.568
27508	+	0.5645
27509	+	0.564
27510	+	0.5595
27511	+	0.5555
27512	+	0.5175
27513	+	0.4885
27514	+	0.4935
27515	+	0.459
27516	+	0.4165
27517	+	0.384
27518	+	0.3515
27519	+	0.3195
27520	+	0.294
27521	+	0.2615
27522	+	0.2545
27523	+	0.256
27524	+	0.2425
27525	+	0.243
27526	+	0.273
27527	+	0.294
27528	+	0.305
27529	+	0.31
27530	+	0.322
27531	+	0.3305
27532	+	0.338
27533	+	0.3495
27534	+	0.368
27535	+	0.384
27536	+	0.3885
27537	+	0.405
27538	+	0.4215
27539	+	0.4215
27540	+	0.418
27541	+	0.4215
27542	+	0.431
27543	+	0.4405
27544	+	0.4505
27545	+	0.424
27546	+	0.407
27547	+	0.43
27548	+	0.4595
27549	+	0.4545
27550	+	0.4485
27551	+	0.446
27552	+	0.4775
27553	+	0.5045
27554	+	0.5245
27555	+	0.5375
27556	+	0.5275
27557	+	0.503
27558	+	0.4785
27559	+	0.4705
27560	+	0.456
27561	+	0.4425
27562	+	0.403
27563	+	0.4025
27564	+	0.4225
27565	+	0.466
27566	+	0.4955
27567	+	0.4615
27568	+	0.4335
27569	+	0.447
27570	+	0.4805
27571	+	0.518
27572	+	0.491
27573	+	0.463
27574	+	0.464
27575	+	0.471
27576	+	0.5185
27577	+	0.544
27578	+	0.566
27579	+	0.5895
27580	+	0.6215
27581	+	0.6215
27582	+	0.6655
27583	+	0.671
27584	+	0.667
27585	+	0.664
27586	+	0.665
27587	+	0.655
27588	+	0.645
27589	+	0.6355
27590	+	0.5965
27591	+	0.558
27592	+	0.5925
27593	+	0.6195
27594	+	0.6175
27595	+	0.6155
27596	+	0.6105
27597	+	0.584
27598	+	0.561
27599	+	0.567
27600	+	0.573
27601	+	0.611
27602	+	0.601
27603	+	0.561
27604	+	0.524
27605	+	0.49
27606	+	0.45
27607	+	0.462
27608	+	0.4815
27609	+	0.502
27610	+	0.516
27611	+	0.526
27612	+	0.484
27613	+	0.481
27614	+	0.48
27615	+	0.44
27616	+	0.4415
27617	+	0.4785
27618	+	0.519
27619	+	0.5285
27620	+	0.536
27621	+	0.5415
27622	+	0.5045
27623	+	0.497
27624	+	0.4895
27625	+	0.477
27626	+	0.471
27627	+	0.498
27628	+	0.5175
27629	+	0.5355
27630	+	0.5705
27631	+	0.6055
27632	+	0.6495
27633	+	0.6055
27634	+	0.5985
27635	+	0.63
27636	+	0.586
27637	+	0.5415
27638	+	0.5005
27639	+	0.46
27640	+	0.4365
27641	+	0.408
27642	+	0.422
27643	+	0.436
27644	+	0.4855
27645	+	0.5345
27646	+	0.573
27647	+	0.5765
27648	+	0.5815
27649	+	0.587
27650	+	0.5865
27651	+	0.5865
27652	+	0.586
27653	+	0.628
27654	+	0.591
27655	+	0.5545
27656	+	0.557
27657	+	0.558
27658	+	0.592
27659	+	0.626
27660	+	0.644
27661	+	0.67
27662	+	0.6985
27663	+	0.7275
27664	+	0.682
27665	+	0.672
27666	+	0.676
27667	+	0.672
27668	+	0.6655
27669	+	0.618
27670	+	0.5785
27671	+	0.5375
27672	+	0.4975
27673	+	0.4845
27674	+	0.503
27675	+	0.5225
27676	+	0.5425
27677	+	0.5645
27678	+	0.5465
27679	+	0.5285
27680	+	0.5135
27681	+	0.4835
27682	+	0.451
27683	+	0.427
27684	+	0.466
27685	+	0.461
27686	+	0.4445
27687	+	0.4375
27688	+	0.3965
27689	+	0.4425
27690	+	0.4825
27691	+	0.5235
27692	+	0.5635
27693	+	0.575
27694	+	0.556
27695	+	0.577
27696	+	0.5985
27697	+	0.6195
27698	+	0.6405
27699	+	0.6615
27700	+	0.6805
27701	+	0.6695
27702	+	0.6585
27703	+	0.639
27704	+	0.64
27705	+	0.65
27706	+	0.668
27707	+	0.677
27708	+	0.721
27709	+	0.7155
27710	+	0.705
27711	+	0.694
27712	+	0.684
27713	+	0.6815
27714	+	0.717
27715	+	0.674
27716	+	0.665
27717	+	0.6555
27718	+	0.633
27719	+	0.634
27720	+	0.6295
27721	+	0.6295
27722	+	0.6355
27723	+	0.6425
27724	+	0.6055
27725	+	0.5915
27726	+	0.5965
27727	+	0.602
27728	+	0.6075
27729	+	0.6155
27730	+	0.6065
27731	+	0.6155
27732	+	0.598
27733	+	0.5805
27734	+	0.5675
27735	+	0.592
27736	+	0.597
27737	+	0.6015
27738	+	0.624
27739	+	0.625
27740	+	0.6305
27741	+	0.636
27742	+	0.6365
27743	+	0.6415
27744	+	0.6465
27745	+	0.6285
27746	+	0.585
27747	+	0.54
27748	+	0.492
27749	+	0.4875
27750	+	0.503
27751	+	0.4995
27752	+	0.5155
27753	+	0.534
27754	+	0.5135
27755	+	0.493
27756	+	0.476
27757	+	0.463
27758	+	0.445
27759	+	0.413
27760	+	0.394
27761	+	0.41
27762	+	0.425
27763	+	0.4345
27764	+	0.4415
27765	+	0.4335
27766	+	0.438
27767	+	0.4435
27768	+	0.448
27769	+	0.4305
27770	+	0.4065
27771	+	0.3915
27772	+	0.3665
27773	+	0.336
27774	+	0.332
27775	+	0.329
27776	+	0.307
27777	+	0.3205
27778	+	0.3435
27779	+	0.3785
27780	+	0.4005
27781	+	0.386
27782	+	0.3705
27783	+	0.356
27784	+	0.344
27785	+	0.347
27786	+	0.344
27787	+	0.3785
27788	+	0.417
27789	+	0.43
27790	+	0.447
27791	+	0.418
27792	+	0.406
27793	+	0.3975
27794	+	0.415
27795	+	0.4155
27796	+	0.416
27797	+	0.402
27798	+	0.3785
27799	+	0.3535
27800	+	0.3295
27801	+	0.3465
27802	+	0.3665
27803	+	0.3695
27804	+	0.3935
27805	+	0.4145
27806	+	0.4355
27807	+	0.4185
27808	+	0.4
27809	+	0.361
27810	+	0.3275
27811	+	0.3325
27812	+	0.3405
27813	+	0.3485
27814	+	0.334
27815	+	0.371
27816	+	0.4065
27817	+	0.418
27818	+	0.4295
27819	+	0.4425
27820	+	0.4195
27821	+	0.4325
27822	+	0.452
27823	+	0.4885
27824	+	0.504
27825	+	0.5225
27826	+	0.541
27827	+	0.5165
27828	+	0.4935
27829	+	0.4955
27830	+	0.4905
27831	+	0.485
27832	+	0.4805
27833	+	0.52
27834	+	0.565
27835	+	0.5745
27836	+	0.581
27837	+	0.591
27838	+	0.6025
27839	+	0.5785
27840	+	0.6265
27841	+	0.6335
27842	+	0.632
27843	+	0.6215
27844	+	0.618
27845	+	0.6095
27846	+	0.6065
27847	+	0.635
27848	+	0.6635
27849	+	0.6905
27850	+	0.7285
27851	+	0.7615
27852	+	0.7905
27853	+	0.7635
27854	+	0.7365
27855	+	0.717
27856	+	0.681
27857	+	0.646
27858	+	0.6265
27859	+	0.6205
27860	+	0.5715
27861	+	0.5275
27862	+	0.4835
27863	+	0.452
27864	+	0.447
27865	+	0.4435
27866	+	0.4345
27867	+	0.4375
27868	+	0.4405
27869	+	0.4105
27870	+	0.3725
27871	+	0.377
27872	+	0.382
27873	+	0.4035
27874	+	0.425
27875	+	0.4395
27876	+	0.4375
27877	+	0.47
27878	+	0.4815
27879	+	0.4745
27880	+	0.4745
27881	+	0.4745
27882	+	0.483
27883	+	0.526
27884	+	0.536
27885	+	0.511
27886	+	0.5245
27887	+	0.538
27888	+	0.542
27889	+	0.58
27890	+	0.619
27891	+	0.583
27892	+	0.5465
27893	+	0.5385
27894	+	0.5425
27895	+	0.547
27896	+	0.5895
27897	+	0.5945
27898	+	0.5695
27899	+	0.5805
27900	+	0.582
27901	+	0.591
27902	+	0.5875
27903	+	0.5465
27904	+	0.506
27905	+	0.525
27906	+	0.4995
27907	+	0.473
27908	+	0.4665
27909	+	0.4615
27910	+	0.461
27911	+	0.4985
27912	+	0.5315
27913	+	0.534
27914	+	0.526
27915	+	0.518
27916	+	0.5145
27917	+	0.51
27918	+	0.54
27919	+	0.5745
27920	+	0.614
27921	+	0.6505
27922	+	0.691
27923	+	0.689
27924	+	0.689
27925	+	0.664
27926	+	0.6465
27927	+	0.63
27928	+	0.6015
27929	+	0.6165
27930	+	0.626
27931	+	0.6335
27932	+	0.6475
27933	+	0.6595
27934	+	0.6645
27935	+	0.668
27936	+	0.672
27937	+	0.6315
27938	+	0.623
27939	+	0.6255
27940	+	0.6325
27941	+	0.635
27942	+	0.636
27943	+	0.666
27944	+	0.693
27945	+	0.6965
27946	+	0.698
27947	+	0.734
27948	+	0.7705
27949	+	0.76
27950	+	0.7245
27951	+	0.6795
27952	+	0.6325
27953	+	0.591
27954	+	0.5475
27955	+	0.506
27956	+	0.4975
27957	+	0.534
27958	+	0.539
27959	+	0.5325
27960	+	0.526
27961	+	0.5205
27962	+	0.517
27963	+	0.484
27964	+	0.451
27965	+	0.4465
27966	+	0.443
27967	+	0.404
27968	+	0.366
27969	+	0.332
27970	+	0.323
27971	+	0.3655
27972	+	0.409
27973	+	0.4455
27974	+	0.4895
27975	+	0.532
27976	+	0.534
27977	+	0.537
27978	+	0.4995
27979	+	0.4615
27980	+	0.4265
27981	+	0.39
27982	+	0.385
27983	+	0.416
27984	+	0.4525
27985	+	0.475
27986	+	0.486
27987	+	0.4915
27988	+	0.5015
27989	+	0.511
27990	+	0.538
27991	+	0.5235
27992	+	0.5235
27993	+	0.5015
27994	+	0.5045
27995	+	0.4935
27996	+	0.485
27997	+	0.4785
27998	+	0.5155
27999	+	0.554
28000	+	0.59
28001	+	0.627
28002	+	0.6325
28003	+	0.6435
28004	+	0.6455
28005	+	0.6605
28006	+	0.6465
28007	+	0.6425
28008	+	0.6345
28009	+	0.6255
28010	+	0.599
28011	+	0.57
28012	+	0.5255
28013	+	0.504
28014	+	0.4975
28015	+	0.5045
28016	+	0.511
28017	+	0.5135
28018	+	0.5115
28019	+	0.5085
28020	+	0.5045
28021	+	0.511
28022	+	0.5175
28023	+	0.5225
28024	+	0.518
28025	+	0.5215
28026	+	0.54
28027	+	0.555
28028	+	0.554
28029	+	0.5725
28030	+	0.589
28031	+	0.6085
28032	+	0.608
28033	+	0.61
28034	+	0.572
28035	+	0.535
28036	+	0.511
28037	+	0.5135
28038	+	0.5165
28039	+	0.5075
28040	+	0.5115
28041	+	0.4785
28042	+	0.44
28043	+	0.408
28044	+	0.389
28045	+	0.3465
28046	+	0.354
28047	+	0.3625
28048	+	0.3865
28049	+	0.3905
28050	+	0.4115
28051	+	0.4075
28052	+	0.408
28053	+	0.4365
28054	+	0.481
28055	+	0.526
28056	+	0.5585
28057	+	0.5635
28058	+	0.53
28059	+	0.5445
28060	+	0.549
28061	+	0.5815
28062	+	0.619
28063	+	0.6515
28064	+	0.681
28065	+	0.681
28066	+	0.7005
28067	+	0.7205
28068	+	0.703
28069	+	0.724
28070	+	0.7315
28071	+	0.7645
28072	+	0.809
28073	+	0.8225
28074	+	0.779
28075	+	0.731
28076	+	0.6825
28077	+	0.675
28078	+	0.706
28079	+	0.7015
28080	+	0.6945
28081	+	0.6865
28082	+	0.6755
28083	+	0.6665
28084	+	0.66
28085	+	0.6965
28086	+	0.688
28087	+	0.679
28088	+	0.707
28089	+	0.695
28090	+	0.679
28091	+	0.663
28092	+	0.65
28093	+	0.6375
28094	+	0.6675
28095	+	0.696
28096	+	0.7245
28097	+	0.7135
28098	+	0.699
28099	+	0.6825
28100	+	0.6425
28101	+	0.6015
28102	+	0.567
28103	+	0.568
28104	+	0.5695
28105	+	0.5725
28106	+	0.57
28107	+	0.5665
28108	+	0.5405
28109	+	0.5165
28110	+	0.4955
28111	+	0.4635
28112	+	0.469
28113	+	0.475
28114	+	0.4825
28115	+	0.495
28116	+	0.467
28117	+	0.442
28118	+	0.4275
28119	+	0.4155
28120	+	0.464
28121	+	0.512
28122	+	0.5565
28123	+	0.552
28124	+	0.534
28125	+	0.5165
28126	+	0.505
28127	+	0.4935
28128	+	0.505
28129	+	0.4935
28130	+	0.4815
28131	+	0.4805
28132	+	0.443
28133	+	0.4175
28134	+	0.3895
28135	+	0.3615
28136	+	0.374
28137	+	0.383
28138	+	0.383
28139	+	0.3825
28140	+	0.3595
28141	+	0.337
28142	+	0.3145
28143	+	0.3045
28144	+	0.308
28145	+	0.3115
28146	+	0.3185
28147	+	0.3255
28148	+	0.3315
28149	+	0.3605
28150	+	0.4075
28151	+	0.4525
28152	+	0.501
28153	+	0.5355
28154	+	0.566
28155	+	0.553
28156	+	0.54
28157	+	0.5275
28158	+	0.564
28159	+	0.602
28160	+	0.6255
28161	+	0.6475
28162	+	0.666
28163	+	0.6675
28164	+	0.67
28165	+	0.691
28166	+	0.7085
28167	+	0.727
28168	+	0.7465
28169	+	0.767
28170	+	0.767
28171	+	0.769
28172	+	0.769
28173	+	0.739
28174	+	0.7285
28175	+	0.7615
28176	+	0.806
28177	+	0.823
28178	+	0.7935
28179	+	0.763
28180	+	0.732
28181	+	0.69
28182	+	0.6885
28183	+	0.703
28184	+	0.7165
28185	+	0.681
28186	+	0.666
28187	+	0.6525
28188	+	0.6505
28189	+	0.648
28190	+	0.617
28191	+	0.6155
28192	+	0.6035
28193	+	0.623
28194	+	0.6305
28195	+	0.6375
28196	+	0.6305
28197	+	0.624
28198	+	0.6245
28199	+	0.6245
28200	+	0.626
28201	+	0.64
28202	+	0.6235
28203	+	0.605
28204	+	0.589
28205	+	0.613
28206	+	0.6065
28207	+	0.593
28208	+	0.5815
28209	+	0.569
28210	+	0.576
28211	+	0.5695
28212	+	0.571
28213	+	0.558
28214	+	0.551
28215	+	0.539
28216	+	0.544
28217	+	0.559
28218	+	0.5665
28219	+	0.5935
28220	+	0.6085
28221	+	0.6095
28222	+	0.619
28223	+	0.611
28224	+	0.6005
28225	+	0.6015
28226	+	0.6245
28227	+	0.6525
28228	+	0.667
28229	+	0.681
28230	+	0.706
28231	+	0.7075
28232	+	0.6755
28233	+	0.658
28234	+	0.63
28235	+	0.642
28236	+	0.64
28237	+	0.649
28238	+	0.6575
28239	+	0.6465
28240	+	0.6505
28241	+	0.668
28242	+	0.6495
28243	+	0.652
28244	+	0.6745
28245	+	0.6755
28246	+	0.6645
28247	+	0.641
28248	+	0.597
28249	+	0.55
28250	+	0.509
28251	+	0.4755
28252	+	0.4765
28253	+	0.4725
28254	+	0.4855
28255	+	0.464
28256	+	0.4405
28257	+	0.449
28258	+	0.4575
28259	+	0.47
28260	+	0.4765
28261	+	0.477
28262	+	0.4985
28263	+	0.498
28264	+	0.469
28265	+	0.432
28266	+	0.41
28267	+	0.432
28268	+	0.4745
28269	+	0.4795
28270	+	0.505
28271	+	0.525
28272	+	0.561
28273	+	0.602
28274	+	0.6265
28275	+	0.635
28276	+	0.618
28277	+	0.582
28278	+	0.5465
28279	+	0.507
28280	+	0.471
28281	+	0.479
28282	+	0.4865
28283	+	0.5095
28284	+	0.5
28285	+	0.5415
28286	+	0.568
28287	+	0.563
28288	+	0.5605
28289	+	0.6015
28290	+	0.571
28291	+	0.5465
28292	+	0.506
28293	+	0.4645
28294	+	0.4245
28295	+	0.445
28296	+	0.4925
28297	+	0.5275
28298	+	0.5625
28299	+	0.5975
28300	+	0.5885
28301	+	0.5835
28302	+	0.5845
28303	+	0.59
28304	+	0.632
28305	+	0.626
28306	+	0.6295
28307	+	0.6335
28308	+	0.609
28309	+	0.601
28310	+	0.643
28311	+	0.6525
28312	+	0.688
28313	+	0.727
28314	+	0.7435
28315	+	0.7385
28316	+	0.7345
28317	+	0.7225
28318	+	0.704
28319	+	0.694
28320	+	0.7345
28321	+	0.7155
28322	+	0.691
28323	+	0.654
28324	+	0.612
28325	+	0.6005
28326	+	0.603
28327	+	0.605
28328	+	0.6335
28329	+	0.596
28330	+	0.553
28331	+	0.546
28332	+	0.513
28333	+	0.4735
28334	+	0.457
28335	+	0.458
28336	+	0.458
28337	+	0.471
28338	+	0.4955
28339	+	0.49
28340	+	0.479
28341	+	0.4965
28342	+	0.4865
28343	+	0.5175
28344	+	0.557
28345	+	0.565
28346	+	0.537
28347	+	0.493
28348	+	0.4705
28349	+	0.4955
28350	+	0.521
28351	+	0.5365
28352	+	0.5525
28353	+	0.592
28354	+	0.6325
28355	+	0.6335
28356	+	0.635
28357	+	0.64
28358	+	0.633
28359	+	0.61
28360	+	0.6265
28361	+	0.626
28362	+	0.6585
28363	+	0.664
28364	+	0.632
28365	+	0.6055
28366	+	0.5915
28367	+	0.5865
28368	+	0.5595
28369	+	0.5325
28370	+	0.506
28371	+	0.4855
28372	+	0.4695
28373	+	0.4755
28374	+	0.4735
28375	+	0.4685
28376	+	0.471
28377	+	0.471
28378	+	0.472
28379	+	0.51
28380	+	0.5025
28381	+	0.5005
28382	+	0.4785
28383	+	0.4425
28384	+	0.4805
28385	+	0.523
28386	+	0.544
28387	+	0.5655
28388	+	0.584
28389	+	0.599
28390	+	0.624
28391	+	0.6665
28392	+	0.682
28393	+	0.639
28394	+	0.601
28395	+	0.567
28396	+	0.5215
28397	+	0.484
28398	+	0.4535
28399	+	0.437
28400	+	0.425
28401	+	0.424
28402	+	0.4425
28403	+	0.466
28404	+	0.456
28405	+	0.443
28406	+	0.4405
28407	+	0.4525
28408	+	0.467
28409	+	0.485
28410	+	0.503
28411	+	0.5025
28412	+	0.4995
28413	+	0.512
28414	+	0.517
28415	+	0.522
28416	+	0.529
28417	+	0.556
28418	+	0.581
28419	+	0.5945
28420	+	0.5705
28421	+	0.5365
28422	+	0.495
28423	+	0.473
28424	+	0.45
28425	+	0.4175
28426	+	0.4025
28427	+	0.378
28428	+	0.345
28429	+	0.312
28430	+	0.278
28431	+	0.2515
28432	+	0.2695
28433	+	0.2885
28434	+	0.312
28435	+	0.307
28436	+	0.3035
28437	+	0.313
28438	+	0.325
28439	+	0.318
28440	+	0.3565
28441	+	0.3655
28442	+	0.377
28443	+	0.4125
28444	+	0.447
28445	+	0.488
28446	+	0.5225
28447	+	0.5135
28448	+	0.5145
28449	+	0.5155
28450	+	0.538
28451	+	0.56
28452	+	0.567
28453	+	0.5445
28454	+	0.5165
28455	+	0.515
28456	+	0.52
28457	+	0.51
28458	+	0.493
28459	+	0.507
28460	+	0.4815
28461	+	0.482
28462	+	0.478
28463	+	0.4665
28464	+	0.455
28465	+	0.451
28466	+	0.449
28467	+	0.456
28468	+	0.465
28469	+	0.504
28470	+	0.512
28471	+	0.509
28472	+	0.5005
28473	+	0.488
28474	+	0.486
28475	+	0.484
28476	+	0.4755
28477	+	0.445
28478	+	0.418
28479	+	0.377
28480	+	0.3685
28481	+	0.3965
28482	+	0.429
28483	+	0.4285
28484	+	0.4255
28485	+	0.414
28486	+	0.3755
28487	+	0.3815
28488	+	0.381
28489	+	0.354
28490	+	0.359
28491	+	0.364
28492	+	0.3665
28493	+	0.373
28494	+	0.3825
28495	+	0.393
28496	+	0.3995
28497	+	0.4
28498	+	0.4285
28499	+	0.4655
28500	+	0.501
28501	+	0.4735
28502	+	0.446
28503	+	0.4165
28504	+	0.4095
28505	+	0.42
28506	+	0.462
28507	+	0.496
28508	+	0.5335
28509	+	0.542
28510	+	0.519
28511	+	0.4795
28512	+	0.4525
28513	+	0.486
28514	+	0.5095
28515	+	0.533
28516	+	0.561
28517	+	0.5875
28518	+	0.554
28519	+	0.518
28520	+	0.4875
28521	+	0.4845
28522	+	0.522
28523	+	0.5655
28524	+	0.59
28525	+	0.6
28526	+	0.5955
28527	+	0.59
28528	+	0.5835
28529	+	0.602
28530	+	0.6225
28531	+	0.6245
28532	+	0.618
28533	+	0.579
28534	+	0.545
28535	+	0.51
28536	+	0.52
28537	+	0.534
28538	+	0.543
28539	+	0.585
28540	+	0.621
28541	+	0.6575
28542	+	0.649
28543	+	0.6495
28544	+	0.649
28545	+	0.6405
28546	+	0.6005
28547	+	0.5625
28548	+	0.566
28549	+	0.565
28550	+	0.5645
28551	+	0.603
28552	+	0.6335
28553	+	0.6325
28554	+	0.6315
28555	+	0.6305
28556	+	0.5895
28557	+	0.557
28558	+	0.558
28559	+	0.51
28560	+	0.462
28561	+	0.416
28562	+	0.3755
28563	+	0.327
28564	+	0.308
28565	+	0.308
28566	+	0.3495
28567	+	0.389
28568	+	0.388
28569	+	0.384
28570	+	0.3875
28571	+	0.392
28572	+	0.3685
28573	+	0.413
28574	+	0.4475
28575	+	0.4485
28576	+	0.489
28577	+	0.5225
28578	+	0.562
28579	+	0.6115
28580	+	0.6475
28581	+	0.6535
28582	+	0.6595
28583	+	0.6695
28584	+	0.6485
28585	+	0.652
28586	+	0.646
28587	+	0.6385
28588	+	0.631
28589	+	0.631
28590	+	0.598
28591	+	0.5985
28592	+	0.6355
28593	+	0.6055
28594	+	0.619
28595	+	0.654
28596	+	0.61
28597	+	0.595
28598	+	0.5915
28599	+	0.589
28600	+	0.6015
28601	+	0.6435
28602	+	0.683
28603	+	0.713
28604	+	0.7505
28605	+	0.7495
28606	+	0.75
28607	+	0.7145
28608	+	0.6815
28609	+	0.655
28610	+	0.686
28611	+	0.6855
28612	+	0.686
28613	+	0.7115
28614	+	0.6665
28615	+	0.655
28616	+	0.6535
28617	+	0.62
28618	+	0.6115
28619	+	0.6045
28620	+	0.5955
28621	+	0.593
28622	+	0.593
28623	+	0.5995
28624	+	0.598
28625	+	0.603
28626	+	0.6095
28627	+	0.6535
28628	+	0.695
28629	+	0.7305
28630	+	0.6885
28631	+	0.6435
28632	+	0.598
28633	+	0.5595
28634	+	0.5565
28635	+	0.532
28636	+	0.532
28637	+	0.5315
28638	+	0.501
28639	+	0.5095
28640	+	0.519
28641	+	0.5225
28642	+	0.525
28643	+	0.526
28644	+	0.5205
28645	+	0.511
